objectid,parentid,title,creator,film,source,date,description,subject,timestamp,angle,distance,location,movement,lighting,composition,duration,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
punc-05647,,PUNC-05647,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:47,eye-level,long shot,exterior,mobile; tilt; tracking,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05647/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05647/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05647/tiles/full/300,169/0/default.jpg",A man runs away.,
punc-05649,,PUNC-05649,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:49,eye-level,full shot,exterior,mobile; tracking,,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05649/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05649/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05649/tiles/full/300,169/0/default.jpg",A shadow runs along a white wall.,
punc-05651,,PUNC-05651,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:51,eye-level,medium shot,exterior,mobile; pan; tracking,backlighting,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05651/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05651/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05651/tiles/full/300,169/0/default.jpg",A man runs along a white wall.,
punc-05654,,PUNC-05654,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:54,eye-level,plan américain,exterior,mobile; pan; tracking,backlighting,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05654/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05654/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05654/tiles/full/300,169/0/default.jpg",A man runs along a white wall.,
punc-05655,,PUNC-05655,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:55,eye-level,plan américain,exterior,mobile; pan; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05655/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05655/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05655/tiles/full/300,169/0/default.jpg",A man runs down an alley.,
punc-05658,,PUNC-05658,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:58,eye-level,long shot,exterior,mobile; pan,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05658/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05658/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05658/tiles/full/300,169/0/default.jpg",A man runs down a dark alley.,
punc-05659,,PUNC-05659,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:59,eye-level,full shot,exterior,mobile; handheld; pan; tracking,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05659/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05659/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05659/tiles/full/300,169/0/default.jpg",A man runs down a dark alley.,
punc-05703,,PUNC-05703,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:03,eye-level,plan américain,exterior,mobile; handheld; tracking,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05703/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05703/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05703/tiles/full/300,169/0/default.jpg",A man looks over his shoulder while running down a dark alley.,
punc-05705,,PUNC-05705,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:05,eye-level,plan américain,exterior,mobile; handheld; tracking,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05705/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05705/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05705/tiles/full/300,169/0/default.jpg",A man runs down a dark alley. The word DELL appears on a wall to the side.,
punc-05711,,PUNC-05711,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:11,eye-level,full shot,exterior,mobile; handheld; pan,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05711/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05711/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05711/tiles/full/300,169/0/default.jpg",A man frantically tries to open a locked door.,
punc-05714,,PUNC-05714,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:14,overhead,,exterior,mobile; pan,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05714/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05714/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05714/tiles/full/300,169/0/default.jpg","A man walks slowly, crouched up against wall.",
punc-05719,,PUNC-05719,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:19,overhead,,exterior,mobile; pan,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05719/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05719/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05719/tiles/full/300,169/0/default.jpg",A man runs down a dark alley.,
punc-05721,,PUNC-05721,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:21,low,medium shot,exterior,mobile; handheld; tilt; tracking,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05721/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05721/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05721/tiles/full/300,169/0/default.jpg",A man runs out of a dark alley.,
punc-05725,,PUNC-05725,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:25,eye-level,medium shot,exterior,mobile; handheld; pan; tracking,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05725/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05725/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05725/tiles/full/300,169/0/default.jpg",A man ducks behind some dumpsters while running.,
punc-05728,,PUNC-05728,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:28,eye-level,plan américain,exterior,mobile; handheld; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05728/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05728/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05728/tiles/full/300,169/0/default.jpg",A man runs.,
punc-05729,,PUNC-05729,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:29,eye-level,full shot,exterior,mobile; tracking; crane,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05729/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05729/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05729/tiles/full/300,169/0/default.jpg",A man dives off of an elevated surface into the street.,
punc-05733,,PUNC-05733,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:33,high,long shot,exterior,mobile; crane,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05733/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05733/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05733/tiles/full/300,169/0/default.jpg",A man runs down an empty street.,
punc-05740,,PUNC-05740,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:40,eye-level,medium shot,exterior,mobile; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05740/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05740/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05740/tiles/full/300,169/0/default.jpg",A man runs down an empty street.,
punc-05744,,PUNC-05744,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:44,eye-level,medium shot,exterior,mobile; tracking,low key,dirty single,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05744/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05744/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05744/tiles/full/300,169/0/default.jpg",A man runs down a street while a pickup truck drives beside him shining a bright light in his face.,
punc-05752,,PUNC-05752,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:52,eye-level,medium shot,exterior,mobile; pan; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05752/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05752/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05752/tiles/full/300,169/0/default.jpg",A man stands in the middle of a dark street.,
punc-05756,,PUNC-05756,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:57:56,eye-level,establishing shot,exterior,mobile; pan; tracking,high key,,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05756/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05756/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05756/tiles/full/300,169/0/default.jpg",An overexposed exterior.,
