objectid,parentid,title,creator,film,source,date,description,subject,timestamp,angle,distance,location,movement,lighting,composition,duration,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
punc-05210,,PUNC-05210,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:52:10,eye-level,long shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05210/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05210/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05210/tiles/full/300,169/0/default.jpg",A man walks down a hallway.,
punc-05223,,PUNC-05223,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:52:23,low,medium shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05223/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05223/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05223/tiles/full/300,169/0/default.jpg",A man walks out of an elevator.,
punc-05230,,PUNC-05230,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:52:30,low,medium shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05230/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05230/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05230/tiles/full/300,169/0/default.jpg",A man pauses while opening glass doors.,
punc-05304,,PUNC-05304,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:53:04,low,medium shot,interior,mobile; pan; tilt; tracking,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05304/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05304/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05304/tiles/full/300,169/0/default.jpg",A man answers the phone from a receptionist.,
punc-05319,,PUNC-05319,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:53:19,eye-level,medium shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05319/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05319/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05319/tiles/full/300,169/0/default.jpg",A man pushes out of an elevator.,
punc-05323,,PUNC-05323,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:53:23,eye-level,medium shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05323/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05323/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05323/tiles/full/300,169/0/default.jpg",A man stares at a sign.,
punc-05325,,PUNC-05325,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:53:25,eye-level,medium shot,interior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05325/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05325/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05325/tiles/full/300,169/0/default.jpg",A man runs after looking at a sign.,
punc-05329,,PUNC-05329,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:53:29,eye-level,long shot,interior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05329/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05329/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05329/tiles/full/300,169/0/default.jpg",A man runs down a hallway.,
punc-05343,,PUNC-05343,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:53:43,eye-level,medium shot,interior,mobile; handheld; pan; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05343/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05343/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05343/tiles/full/300,169/0/default.jpg",A man confusedly walks down a hallway.,
punc-05345,,PUNC-05345,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:53:45,eye-level,medium shot,interior,mobile; handheld; tracking,backlighting,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05345/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05345/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05345/tiles/full/300,169/0/default.jpg",A man frowns at an apartment door offscreen.,
punc-05348,,PUNC-05348,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:53:48,low,plan américain,interior,mobile; tilt,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05348/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05348/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05348/tiles/full/300,169/0/default.jpg",A man runs down a flight of stairs.,
punc-05354,,PUNC-05354,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:53:54,eye-level,plan américain,interior,mobile; tilt,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05354/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05354/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05354/tiles/full/300,169/0/default.jpg",A man opens an exit door.,
punc-05359,,PUNC-05359,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:53:59,low,long shot,interior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05359/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05359/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05359/tiles/full/300,169/0/default.jpg",A man runs down a hallway.,
punc-05407,,PUNC-05407,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:54:07,eye-level,full shot,interior,mobile; pan; tilt; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05407/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05407/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05407/tiles/full/300,169/0/default.jpg",A man kicks through a door.,
punc-05412,,PUNC-05412,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:54:12,low,close-up,interior,mobile; pan; tilt; tracking,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05412/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05412/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05412/tiles/full/300,169/0/default.jpg",A man and woman kiss in a doorway.,
punc-05425,,PUNC-05425,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:54:25,low,close-up,interior,mobile,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05425/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05425/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05425/tiles/full/300,169/0/default.jpg",A man and woman embrace in a doorway.,
punc-05503,,PUNC-05503,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:03,eye-level,close-up,interior,mobile; pan; tilt,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05503/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05503/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05503/tiles/full/300,169/0/default.jpg",A woman closes her apartment door.,
punc-05504,,PUNC-05504,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:04,eye-level,establishing shot,interior,fixed,,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05504/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05504/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05504/tiles/full/300,169/0/default.jpg",A car antenna lowers.,
punc-05509,,PUNC-05509,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:09,eye-level,medium shot,interior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05509/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05509/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05509/tiles/full/300,169/0/default.jpg",A man steps out of his car.,
punc-05512,,PUNC-05512,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:12,eye-level,medium shot,interior,mobile; pan; traveling,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05512/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05512/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05512/tiles/full/300,169/0/default.jpg",A man walks in front of a white wall.,
punc-05520,,PUNC-05520,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:20,eye-level,medium shot,exterior,mobile; tracking,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05520/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05520/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05520/tiles/full/300,169/0/default.jpg",A man walks outside at night.,
punc-05527,,PUNC-05527,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:27,high,medium shot,exterior,mobile; pan; tilt; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05527/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05527/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05527/tiles/full/300,169/0/default.jpg",A man throws his recycling away.,
punc-05528,,PUNC-05528,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:28,high,medium shot,exterior,mobile; tilt; tracking,,three shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05528/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05528/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05528/tiles/full/300,169/0/default.jpg",A man is grabbed from behind by two figures.,
punc-05531,,PUNC-05531,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:31,high,medium shot,exterior,mobile; pan; tracking,,three shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05531/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05531/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05531/tiles/full/300,169/0/default.jpg",A man is dragged into the back of a pickup truck.,
punc-05535,,PUNC-05535,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:35,eye-level,close-up,exterior,mobile; tracking,high key,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05535/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05535/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05535/tiles/full/300,169/0/default.jpg",The back of a Ford pickup truck.,
punc-05538,,PUNC-05538,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:38,high,medium shot,exterior,mobile,low key,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05538/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05538/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05538/tiles/full/300,169/0/default.jpg",An illuminated road at night.,
punc-05539,,PUNC-05539,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:39,eye-level,close-up,exterior,mobile; tracking,high key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05539/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05539/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05539/tiles/full/300,169/0/default.jpg",A man stares straight ahead.,
punc-05546,,PUNC-05546,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:46,eye-level,medium shot,exterior,mobile; tracking,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05546/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05546/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05546/tiles/full/300,169/0/default.jpg",A man steps out of a pickup truck while another man stands behind him.,
punc-05549,,PUNC-05549,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:49,low,close-up,exterior,mobile; tilt; tracking,,three shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05549/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05549/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05549/tiles/full/300,169/0/default.jpg",A man stands next to a pickup truck with two other men standing behind him.,
punc-05550,,PUNC-05550,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:50,eye-level,plan américain,exterior,fixed,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05550/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05550/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05550/tiles/full/300,169/0/default.jpg",A man uses an ATM machine at night.,
punc-05558,,PUNC-05558,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:55:58,low,close-up,exterior,fixed,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05558/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05558/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05558/tiles/full/300,169/0/default.jpg","A man looks over his shoulder, holding up his pointer finger to someone offscreen.",
punc-05602,,PUNC-05602,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:02,eye-level; over the shoulder,plan américain,exterior,mobile; tracking,,dirty single,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05602/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05602/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05602/tiles/full/300,169/0/default.jpg",A man walks toward another man while counting a handful of cash.,
punc-05609,,PUNC-05609,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:09,eye-level; over the shoulder,medium shot,exterior,fixed,,group shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05609/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05609/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05609/tiles/full/300,169/0/default.jpg",A man counts a hanful of cash while two men stand behind him and another in front of him.,
punc-05622,,PUNC-05622,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:22,eye-level,plan américain,exterior,fixed,,three shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05622/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05622/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05622/tiles/full/300,169/0/default.jpg",A man frantically talks to two other men.,
punc-05634,,PUNC-05634,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:34,eye-level,medium shot,exterior,mobile; pan; tracking,,group shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05634/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05634/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05634/tiles/full/300,169/0/default.jpg",A man quickly and intensely walks toward another man.,
punc-05636,,PUNC-05636,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:36,eye-level,medium shot,exterior,mobile; tracking,,dirty single,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05636/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05636/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05636/tiles/full/300,169/0/default.jpg",A frightened man raises his hands to protect himself from a blow.,
punc-05637,,PUNC-05637,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:37,eye-level,close-up,exterior,mobile; pan,,three shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05637/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05637/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05637/tiles/full/300,169/0/default.jpg",A man swings his fist to hit another man.,
punc-05640,,PUNC-05640,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:40,point of view,close-up,exterior,mobile; roll,,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05640/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05640/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05640/tiles/full/300,169/0/default.jpg",The camera lays on its side in front of a Ford with a Utah license plate.,
punc-05642,,PUNC-05642,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:42,eye-level,close-up,exterior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05642/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05642/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05642/tiles/full/300,169/0/default.jpg",A dazed man is laying on his side on the ground.,
punc-05644,,PUNC-05644,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:56:44,high,full shot,exterior,mobile; tilt; tracking,low key,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-05644/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-05644/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-05644/tiles/full/300,169/0/default.jpg",A man stands up from laying on the ground of an empty parking lot as another man stands near him.,
